id,phenomenon,grammatical,ungrammatical,target,error_type
ON_MIDDLE_VOICE_092,MIDDLE_VOICE,Ragnarr ok Gunnarr finnst þar.,Ragnarr ok Gunnarr finnr þar.,finnst,middle_voice_removed
ON_MIDDLE_VOICE_093,MIDDLE_VOICE,Menn börðusk við ána.,Menn börðu við ána.,börðusk,middle_voice_removed
ON_MIDDLE_VOICE_094,MIDDLE_VOICE,Þórr hittust ríkr maðr.,Þórr hittu ríkr maðr.,hittust,middle_voice_removed
ON_MIDDLE_VOICE_095,MIDDLE_VOICE,Þórr ok Eiríkr gerask þar.,Þórr ok Eiríkr gera þar.,gerask,middle_voice_removed
ON_MIDDLE_VOICE_096,MIDDLE_VOICE,Menn kallask við ána.,Menn kalla við ána.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_097,MIDDLE_VOICE,Skarpheðinn tókusk ríkr maðr.,Skarpheðinn tóku ríkr maðr.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_098,MIDDLE_VOICE,Skarpheðinn berjask konungr.,Skarpheðinn berja konungr.,berjask,middle_voice_removed
ON_MIDDLE_VOICE_099,MIDDLE_VOICE,Baldr hittask við Haukr.,Baldr hitta við Haukr.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_100,MIDDLE_VOICE,Haukr berjask við Óðinn.,Haukr berja við Óðinn.,berjask,middle_voice_removed
ON_MIDDLE_VOICE_101,MIDDLE_VOICE,Þeir kallask ok fara heim.,Þeir kalla ok fara heim.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_102,MIDDLE_VOICE,Svartr ok jarl kallask þar.,Svartr ok jarl kalla þar.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_103,MIDDLE_VOICE,Menn snúask ok berjask.,Menn snúa ok berjask.,snúask,middle_voice_removed
ON_MIDDLE_VOICE_104,MIDDLE_VOICE,Menn kallask ok berjask.,Menn kalla ok berjask.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_105,MIDDLE_VOICE,Menn setjask ok berjask.,Menn setja ok berjask.,setjask,middle_voice_removed
ON_MIDDLE_VOICE_106,MIDDLE_VOICE,Menn gerðusk ok berjask.,Menn gerðu ok berjask.,gerðusk,middle_voice_removed
ON_MIDDLE_VOICE_107,MIDDLE_VOICE,Konungar takask í Noregi.,Konungar taka í Noregi.,takask,middle_voice_removed
ON_MIDDLE_VOICE_108,MIDDLE_VOICE,Skarpheðinn kallask við Sigurðr.,Skarpheðinn kalla við Sigurðr.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_109,MIDDLE_VOICE,Svartr hittask ríkr maðr.,Svartr hitta ríkr maðr.,hittask,middle_voice_removed
ON_MIDDLE_VOICE_110,MIDDLE_VOICE,Eiríkr finnask ríkr maðr.,Eiríkr finna ríkr maðr.,finnask,middle_voice_removed
ON_MIDDLE_VOICE_111,MIDDLE_VOICE,Ragnarr ok jarl tókusk þar.,Ragnarr ok jarl tóku þar.,tókusk,middle_voice_removed
ON_MIDDLE_VOICE_112,MIDDLE_VOICE,Þeir takask ok fara heim.,Þeir taka ok fara heim.,takask,middle_voice_removed
ON_MIDDLE_VOICE_113,MIDDLE_VOICE,Kormákr ok Svartr settust þar.,Kormákr ok Svartr settu þar.,settust,middle_voice_removed
ON_MIDDLE_VOICE_114,MIDDLE_VOICE,Gunnarr leggjask við Sigurðr.,Gunnarr leggja við Sigurðr.,leggjask,middle_voice_removed
ON_MIDDLE_VOICE_115,MIDDLE_VOICE,Kormákr setjask ríkr maðr.,Kormákr setja ríkr maðr.,setjask,middle_voice_removed
ON_MIDDLE_VOICE_116,MIDDLE_VOICE,Haukr ok Skarpheðinn settust þar.,Haukr ok Skarpheðinn settu þar.,settust,middle_voice_removed
ON_MIDDLE_VOICE_117,MIDDLE_VOICE,Menn leggjask í skóginum.,Menn leggja í skóginum.,leggjask,middle_voice_removed
ON_MIDDLE_VOICE_118,MIDDLE_VOICE,Óláfr finnst ríkr maðr.,Óláfr finnr ríkr maðr.,finnst,middle_voice_removed
ON_MIDDLE_VOICE_119,MIDDLE_VOICE,Menn setjask í skóginum.,Menn setja í skóginum.,setjask,middle_voice_removed
ON_MIDDLE_VOICE_120,MIDDLE_VOICE,Menn snúask við ána.,Menn snúa við ána.,snúask,middle_voice_removed
ON_MIDDLE_VOICE_121,MIDDLE_VOICE,Óðinn ok Flosi hittust þar.,Óðinn ok Flosi hittu þar.,hittust,middle_voice_removed
ON_MIDDLE_VOICE_122,MIDDLE_VOICE,Víkingar kallask á hólminum.,Víkingar kalla á hólminum.,kallask,middle_voice_removed
ON_MIDDLE_VOICE_123,MIDDLE_VOICE,Þeir takask í bardaga.,Þeir taka í bardaga.,takask,middle_voice_removed
ON_MIDDLE_VOICE_124,MIDDLE_VOICE,Sigurðr ok Óðinn berjask þar.,Sigurðr ok Óðinn berja þar.,berjask,middle_voice_removed
ON_MIDDLE_VOICE_125,MIDDLE_VOICE,Víkingar tókusk á hólminum.,Víkingar tóku á hólminum.,tókusk,middle_voice_removed
ON_ADJECTIVE_001,ADJECTIVE,Nú gerist Sigi gamall maðr at aldri .,Nú gerist Sigi gamli maðr at aldri .,gamall,strong_to_weak
ON_ADJECTIVE_002,ADJECTIVE,"Hann var snemma mikill ok sterkr ok áræðisfullr um þat , er mannraun þótti í ok karlmennska .","Hann var snemma mikill ok sterki ok áræðisfullr um þat , er mannraun þótti í ok karlmennska .",sterkr,strong_to_weak
ON_ADJECTIVE_003,ADJECTIVE,Hann var ríkr konungr ok fjölmennr .,Hann var ríki konungr ok fjölmennr .,ríkr,strong_to_weak
ON_ADJECTIVE_004,ADJECTIVE,"`` Bregðum nú eigi af þessu , '' segir Sigmundr , `` því at þú ert ungr ok áræðisfullr .","`` Bregðum nú eigi af þessu , '' segir Sigmundr , `` því at þú ert ungi ok áræðisfullr .",ungr,strong_to_weak
ON_ADJECTIVE_005,ADJECTIVE,"Sigmundr gerist nú ríkr konungr ok ágætr , vitr ok stórráðr .","Sigmundr gerist nú ríki konungr ok ágætr , vitr ok stórráðr .",ríkr,strong_to_weak
ON_ADJECTIVE_006,ADJECTIVE,"Þat er sagt , at hann réðst í hernað , þá er hann var fimmtán vetra gamall .","Þat er sagt , at hann réðst í hernað , þá er hann var fimmtán vetra gamli .",gamall,strong_to_weak
ON_ADJECTIVE_007,ADJECTIVE,Hann var ríkr konungr ok fjölmennr ok réð fyrir löndum .,Hann var ríki konungr ok fjölmennr ok réð fyrir löndum .,ríkr,strong_to_weak
ON_ADJECTIVE_008,ADJECTIVE,"Nú þykkir Helgi hafa vaxit mikit , er hann hefir fellt svá ríkan konung .","Nú þykkir Helgi hafa vaxit mikit , er hann hefir fellt svá ríka konung .",ríkan,strong_to_weak
ON_ADJECTIVE_009,ADJECTIVE,"Er mér þetta mikill tímadagr , ok muntu fá af þessu veg ok ágæti , er þú hefir svá ríkan konung felldan . ''","Er mér þetta mikill tímadagr , ok muntu fá af þessu veg ok ágæti , er þú hefir svá ríka konung felldan . ''",ríkan,strong_to_weak
ON_ADJECTIVE_010,ADJECTIVE,"Eylimi hefir konungr heitit , ríkr ok ágætr .","Eylimi hefir konungr heitit , ríki ok ágætr .",ríkr,strong_to_weak
ON_ADJECTIVE_011,ADJECTIVE,"Tekst þar nú hörð orrosta , ok þótt Sigmundr væri gamall , þá barðist hann nú hart ok var jafnan fremstr sinna manna .","Tekst þar nú hörð orrosta , ok þótt Sigmundr væri gamli , þá barðist hann nú hart ok var jafnan fremstr sinna manna .",gamall,strong_to_weak
ON_ADJECTIVE_012,ADJECTIVE,"Hann var grár at lit ok ungr at aldri , mikill vexti ok vænn .","Hann var grár at lit ok ungi at aldri , mikill vexti ok vænn .",ungr,strong_to_weak
ON_ADJECTIVE_013,ADJECTIVE,Gekk Sigurðr þá glaðr heim .,Gekk Sigurðr þá glaði heim .,glaðr,strong_to_weak
ON_ADJECTIVE_014,ADJECTIVE,Sigla þeir nú góðan byr .,Sigla þeir nú góða byr .,góðan,strong_to_weak
ON_ADJECTIVE_015,ADJECTIVE,"Ok er hann er at þessu verki , kemr at honum einn gamall maðr með síðu skeggi ok spyrr , hvat hann gerir þar .","Ok er hann er at þessu verki , kemr at honum einn gamli maðr með síðu skeggi ok spyrr , hvat hann gerir þar .",gamall,strong_to_weak
ON_ADJECTIVE_016,ADJECTIVE,"Hann var gamall ok inn mesti hermaðr , ok hafði Óðinn honum sigri heitit , en annarr Agnarr eða Auðabróðir .","Hann var gamli ok inn mesti hermaðr , ok hafði Óðinn honum sigri heitit , en annarr Agnarr eða Auðabróðir .",gamall,strong_to_weak
ON_ADJECTIVE_017,ADJECTIVE,"Ok trú ekki þeim , er þú hefir felldan fyrir föður eða bróður eða annan náfrænda , þótt ungr sé .","Ok trú ekki þeim , er þú hefir felldan fyrir föður eða bróður eða annan náfrænda , þótt ungi sé .",ungr,strong_to_weak
ON_ADJECTIVE_018,ADJECTIVE,"Sigurðr svarar : `` Góðr vinr , heyr , hvat ek hugsa .","Sigurðr svarar : `` Góði vinr , heyr , hvat ek hugsa .",Góðr,strong_to_weak
ON_ADJECTIVE_019,ADJECTIVE,"Þat dreymdi mik , at ek sá einn fagran hauk mér á hendi .","Þat dreymdi mik , at ek sá einn fagra hauk mér á hendi .",fagran,strong_to_weak
ON_ADJECTIVE_020,ADJECTIVE,Hann er ungr ok fás vitandi ok fyrir utan alla eiða . '',Hann er ungi ok fás vitandi ok fyrir utan alla eiða . '',ungr,strong_to_weak
ON_ADJECTIVE_021,ADJECTIVE,"Atli var mikill konungr ok ríkr , vitr ok fjölmennr ; gerir nú ráð við sína menn , hversu með skal fara .","Atli var mikill konungr ok ríki , vitr ok fjölmennr ; gerir nú ráð við sína menn , hversu með skal fara .",ríkr,strong_to_weak
ON_ADJECTIVE_022,ADJECTIVE,Sonr Högna mælti : `` Farið vel ok hafið góðan tíma . '',Sonr Högna mælti : `` Farið vel ok hafið góða tíma . '',góðan,strong_to_weak
ON_ADJECTIVE_023,ADJECTIVE,Hann var ríkr konungr í þann tíma .,Hann var ríki konungr í þann tíma .,ríkr,strong_to_weak
ON_ADJECTIVE_024,ADJECTIVE,"Þá mælti Bikki til Randvés : `` Sannligt væri þat , at þér ættið svá fríða konu , en eigi svá gamall maðr . ''","Þá mælti Bikki til Randvés : `` Sannligt væri þat , at þér ættið svá fríða konu , en eigi svá gamli maðr . ''",gamall,strong_to_weak
ON_ADJECTIVE_025,ADJECTIVE,Hann tekr góðan brand.,Hann tekr góða brand.,góðan,strong_to_weak
ON_ADJECTIVE_026,ADJECTIVE,Konungr á reiðan baug.,Konungr á reiða baug.,reiðan,strong_to_weak
ON_ADJECTIVE_027,ADJECTIVE,Þar er fagr skógr.,Þar er fagri skógr.,fagr,strong_to_weak
ON_ADJECTIVE_028,ADJECTIVE,Hann var illr mjök.,Hann var illi mjök.,illr,strong_to_weak
ON_ADJECTIVE_029,ADJECTIVE,Konungr á ríkan baug.,Konungr á ríka baug.,ríkan,strong_to_weak
ON_ADJECTIVE_030,ADJECTIVE,Hann var ríkr mjök.,Hann var ríki mjök.,ríkr,strong_to_weak
ON_ADJECTIVE_031,ADJECTIVE,Þeir fœra ríkan mat.,Þeir fœra ríka mat.,ríkan,strong_to_weak
ON_ADJECTIVE_032,ADJECTIVE,Sigurðr hefir harðan hjálm.,Sigurðr hefir harða hjálm.,harðan,strong_to_weak
ON_ADJECTIVE_033,ADJECTIVE,Hann á gamlan hest.,Hann á gamla hest.,gamlan,strong_to_weak
ON_ADJECTIVE_034,ADJECTIVE,Þórr vegr ungan úlf.,Þórr vegr unga úlf.,ungan,strong_to_weak
ON_ADJECTIVE_035,ADJECTIVE,Hann kaupir ríkan hest.,Hann kaupir ríka hest.,ríkan,strong_to_weak
ON_ADJECTIVE_036,ADJECTIVE,Hann tekr sterkan brand.,Hann tekr sterka brand.,sterkan,strong_to_weak
ON_ADJECTIVE_037,ADJECTIVE,Konungr á illan baug.,Konungr á illa baug.,illan,strong_to_weak
ON_ADJECTIVE_038,ADJECTIVE,Konungr á fagran baug.,Konungr á fagra baug.,fagran,strong_to_weak
ON_ADJECTIVE_039,ADJECTIVE,Hann á spakan hest.,Hann á spaka hest.,spakan,strong_to_weak
ON_ADJECTIVE_040,ADJECTIVE,Þeir finna stóran konung.,Þeir finna stóra konung.,stóran,strong_to_weak
ON_ADJECTIVE_041,ADJECTIVE,Svartr var spakr ok ríkr.,Svartr var spaki ok ríkr.,spakr,strong_to_weak
ON_ADJECTIVE_042,ADJECTIVE,Konungr á spakan baug.,Konungr á spaka baug.,spakan,strong_to_weak
ON_ADJECTIVE_043,ADJECTIVE,Þar er spakr skógr.,Þar er spaki skógr.,spakr,strong_to_weak
ON_ADJECTIVE_044,ADJECTIVE,Þeir finna reiðan konung.,Þeir finna reiða konung.,reiðan,strong_to_weak
ON_ADJECTIVE_045,ADJECTIVE,Konungr á ungan baug.,Konungr á unga baug.,ungan,strong_to_weak
ON_ADJECTIVE_046,ADJECTIVE,Ragnarr sér sterkan mann.,Ragnarr sér sterka mann.,sterkan,strong_to_weak
ON_ADJECTIVE_047,ADJECTIVE,Þeir sjá reiðan orm.,Þeir sjá reiða orm.,reiðan,strong_to_weak
ON_ADJECTIVE_048,ADJECTIVE,Gunnarr hefir gamlan hjálm.,Gunnarr hefir gamla hjálm.,gamlan,strong_to_weak
ON_ADJECTIVE_049,ADJECTIVE,Hann á stóran hest.,Hann á stóra hest.,stóran,strong_to_weak
ON_ADJECTIVE_050,ADJECTIVE,ungr maðr heitir Baldr.,ungi maðr heitir Baldr.,ungr,strong_to_weak
ON_ADJECTIVE_051,ADJECTIVE,fagr víkingr kemr þar.,fagri víkingr kemr þar.,fagr,strong_to_weak
ON_ADJECTIVE_052,ADJECTIVE,Óláfr hefir reiðan hjálm.,Óláfr hefir reiða hjálm.,reiðan,strong_to_weak
ON_ADJECTIVE_053,ADJECTIVE,Haukr sér sterkan mann.,Haukr sér sterka mann.,sterkan,strong_to_weak
ON_ADJECTIVE_054,ADJECTIVE,Þar býr illr jarl.,Þar býr illi jarl.,illr,strong_to_weak
ON_ADJECTIVE_055,ADJECTIVE,Hann er víss konungr.,Hann er vísi konungr.,víss,strong_to_weak
ON_ADJECTIVE_056,ADJECTIVE,ungr maðr heitir Kormákr.,ungi maðr heitir Kormákr.,ungr,strong_to_weak
ON_ADJECTIVE_057,ADJECTIVE,Haukr er glaðr maðr.,Haukr er glaði maðr.,glaðr,strong_to_weak
ON_ADJECTIVE_058,ADJECTIVE,Hann var fagr mjök.,Hann var fagri mjök.,fagr,strong_to_weak
ON_ADJECTIVE_059,ADJECTIVE,Hann á illan hest.,Hann á illa hest.,illan,strong_to_weak
ON_ADJECTIVE_060,ADJECTIVE,Þeir fœra góðan mat.,Þeir fœra góða mat.,góðan,strong_to_weak
ON_ADJECTIVE_061,ADJECTIVE,Þar býr víss jarl.,Þar býr vísi jarl.,víss,strong_to_weak
ON_ADJECTIVE_062,ADJECTIVE,Þeir fœra vísan mat.,Þeir fœra vísa mat.,vísan,strong_to_weak
ON_ADJECTIVE_063,ADJECTIVE,Þar býr fagr jarl.,Þar býr fagri jarl.,fagr,strong_to_weak
ON_ADJECTIVE_064,ADJECTIVE,Þar býr spakr jarl.,Þar býr spaki jarl.,spakr,strong_to_weak
ON_ADJECTIVE_065,ADJECTIVE,ríkr víkingr kemr þar.,ríki víkingr kemr þar.,ríkr,strong_to_weak
ON_ADJECTIVE_066,ADJECTIVE,langr maðr heitir Baldr.,langi maðr heitir Baldr.,langr,strong_to_weak
ON_ADJECTIVE_067,ADJECTIVE,Eiríkr hefir spakan hjálm.,Eiríkr hefir spaka hjálm.,spakan,strong_to_weak
ON_ADJECTIVE_068,ADJECTIVE,Hann var ungr mjök.,Hann var ungi mjök.,ungr,strong_to_weak
ON_ADJECTIVE_069,ADJECTIVE,Kormákr sér vísan mann.,Kormákr sér vísa mann.,vísan,strong_to_weak
ON_ADJECTIVE_070,ADJECTIVE,Óláfr er glaðr ok sterkr.,Óláfr er glaði ok sterkr.,glaðr,strong_to_weak
ON_ADJECTIVE_071,ADJECTIVE,Þórr er reiðr ok sterkr.,Þórr er reiði ok sterkr.,reiðr,strong_to_weak
ON_ADJECTIVE_072,ADJECTIVE,Baldr er gamall maðr.,Baldr er gamli maðr.,gamall,strong_to_weak
ON_ADJECTIVE_073,ADJECTIVE,Hann tekr spakan brand.,Hann tekr spaka brand.,spakan,strong_to_weak
ON_ADJECTIVE_074,ADJECTIVE,Hann á ríkan hest.,Hann á ríka hest.,ríkan,strong_to_weak
ON_ADJECTIVE_075,ADJECTIVE,Ragnarr sér spakan mann.,Ragnarr sér spaka mann.,spakan,strong_to_weak
ON_ADJECTIVE_076,ADJECTIVE,Óðinn var ríkr ok ríkr.,Óðinn var ríki ok ríkr.,ríkr,strong_to_weak
ON_ADJECTIVE_077,ADJECTIVE,Þeir fœra reiðan mat.,Þeir fœra reiða mat.,reiðan,strong_to_weak
ON_ADJECTIVE_078,ADJECTIVE,Hann á reiðan hest.,Hann á reiða hest.,reiðan,strong_to_weak
ON_ADJECTIVE_079,ADJECTIVE,Hann var frœkn mjök.,Hann var frœkni mjök.,frœkn,strong_to_weak
ON_ADJECTIVE_080,ADJECTIVE,Þar býr glaðr jarl.,Þar býr glaði jarl.,glaðr,strong_to_weak
ON_ADJECTIVE_081,ADJECTIVE,Hann var glaðr mjök.,Hann var glaði mjök.,glaðr,strong_to_weak
ON_ADJECTIVE_082,ADJECTIVE,Hann tekr glaðan brand.,Hann tekr glaða brand.,glaðan,strong_to_weak
ON_ADJECTIVE_083,ADJECTIVE,Hann kaupir ungan hest.,Hann kaupir unga hest.,ungan,strong_to_weak
ON_ADJECTIVE_084,ADJECTIVE,Hann er stórr konungr.,Hann er stóri konungr.,stórr,strong_to_weak
ON_ADJECTIVE_085,ADJECTIVE,Svartr er sterkr ok sterkr.,Svartr er sterki ok sterkr.,sterkr,strong_to_weak
ON_ADJECTIVE_086,ADJECTIVE,Hann er sterkr konungr.,Hann er sterki konungr.,sterkr,strong_to_weak
ON_ADJECTIVE_087,ADJECTIVE,Haukr vegr langan úlf.,Haukr vegr langa úlf.,langan,strong_to_weak
ON_ADJECTIVE_088,ADJECTIVE,Svartr hefir reiðan hjálm.,Svartr hefir reiða hjálm.,reiðan,strong_to_weak
ON_ADJECTIVE_089,ADJECTIVE,Svartr vegr langan úlf.,Svartr vegr langa úlf.,langan,strong_to_weak
ON_ADJECTIVE_090,ADJECTIVE,Óðinn sér stóran mann.,Óðinn sér stóra mann.,stóran,strong_to_weak
ON_ADJECTIVE_091,ADJECTIVE,Hann á góðan hest.,Hann á góða hest.,góðan,strong_to_weak
ON_ADJECTIVE_092,ADJECTIVE,Svartr sér glaðan mann.,Svartr sér glaða mann.,glaðan,strong_to_weak
ON_ADJECTIVE_093,ADJECTIVE,Þar er gamall skógr.,Þar er gamli skógr.,gamall,strong_to_weak
ON_ADJECTIVE_094,ADJECTIVE,Gunnarr er góðr maðr.,Gunnarr er góði maðr.,góðr,strong_to_weak
ON_ADJECTIVE_095,ADJECTIVE,Skarpheðinn sér reiðan mann.,Skarpheðinn sér reiða mann.,reiðan,strong_to_weak
ON_ADJECTIVE_096,ADJECTIVE,Hann var stórr mjök.,Hann var stóri mjök.,stórr,strong_to_weak
ON_ADJECTIVE_097,ADJECTIVE,gamall víkingr kemr þar.,gamli víkingr kemr þar.,gamall,strong_to_weak
ON_ADJECTIVE_098,ADJECTIVE,Hann kaupir illan hest.,Hann kaupir illa hest.,illan,strong_to_weak
ON_ADJECTIVE_099,ADJECTIVE,Hann er ríkr konungr.,Hann er ríki konungr.,ríkr,strong_to_weak
ON_ADJECTIVE_100,ADJECTIVE,Þar er góðr skógr.,Þar er góði skógr.,góðr,strong_to_weak
ON_ADJECTIVE_101,ADJECTIVE,Flosi hefir ríkan hjálm.,Flosi hefir ríka hjálm.,ríkan,strong_to_weak
ON_ADJECTIVE_102,ADJECTIVE,ungr maðr heitir Þórr.,ungi maðr heitir Þórr.,ungr,strong_to_weak
ON_ADJECTIVE_103,ADJECTIVE,Sá er víss maðr.,Sá er vísi maðr.,víss,strong_to_weak
ON_ADJECTIVE_104,ADJECTIVE,Svartr sér stóran mann.,Svartr sér stóra mann.,stóran,strong_to_weak
ON_ADJECTIVE_105,ADJECTIVE,Hann er ungr konungr.,Hann er ungi konungr.,ungr,strong_to_weak
ON_ADJECTIVE_106,ADJECTIVE,Sigurðr var víss ok ríkr.,Sigurðr var vísi ok ríkr.,víss,strong_to_weak
ON_ADJECTIVE_107,ADJECTIVE,Sigurðr var spakr ok ríkr.,Sigurðr var spaki ok ríkr.,spakr,strong_to_weak
ON_ADJECTIVE_108,ADJECTIVE,Kormákr vegr góðan úlf.,Kormákr vegr góða úlf.,góðan,strong_to_weak
ON_ADJECTIVE_109,ADJECTIVE,Gunnarr hefir vísan hjálm.,Gunnarr hefir vísa hjálm.,vísan,strong_to_weak
ON_ADJECTIVE_110,ADJECTIVE,Þar er stórr skógr.,Þar er stóri skógr.,stórr,strong_to_weak
ON_ADJECTIVE_111,ADJECTIVE,Skarpheðinn vegr spakan úlf.,Skarpheðinn vegr spaka úlf.,spakan,strong_to_weak
ON_ADJECTIVE_112,ADJECTIVE,Þar býr frœkn jarl.,Þar býr frœkni jarl.,frœkn,strong_to_weak
ON_ADJECTIVE_113,ADJECTIVE,Þeir finna vísan konung.,Þeir finna vísa konung.,vísan,strong_to_weak
ON_ADJECTIVE_114,ADJECTIVE,Þeir sjá ríkan orm.,Þeir sjá ríka orm.,ríkan,strong_to_weak
ON_ADJECTIVE_115,ADJECTIVE,Hann er glaðr konungr.,Hann er glaði konungr.,glaðr,strong_to_weak
ON_ADJECTIVE_116,ADJECTIVE,Þar er langr skógr.,Þar er langi skógr.,langr,strong_to_weak
ON_ADJECTIVE_117,ADJECTIVE,Eiríkr vegr stóran úlf.,Eiríkr vegr stóra úlf.,stóran,strong_to_weak
ON_ADJECTIVE_118,ADJECTIVE,Sá er reiðr maðr.,Sá er reiði maðr.,reiðr,strong_to_weak
ON_ADJECTIVE_119,ADJECTIVE,Hann kaupir harðan hest.,Hann kaupir harða hest.,harðan,strong_to_weak
ON_ADJECTIVE_120,ADJECTIVE,Óláfr er góðr ok sterkr.,Óláfr er góði ok sterkr.,góðr,strong_to_weak
ON_ADJECTIVE_121,ADJECTIVE,Sigurðr hefir fagran hjálm.,Sigurðr hefir fagra hjálm.,fagran,strong_to_weak
ON_ADJECTIVE_122,ADJECTIVE,ríkr maðr heitir Haukr.,ríki maðr heitir Haukr.,ríkr,strong_to_weak
ON_ADJECTIVE_123,ADJECTIVE,víss maðr heitir Baldr.,vísi maðr heitir Baldr.,víss,strong_to_weak
ON_ADJECTIVE_124,ADJECTIVE,spakr víkingr kemr þar.,spaki víkingr kemr þar.,spakr,strong_to_weak
ON_ADJECTIVE_125,ADJECTIVE,Baldr var reiðr ok ríkr.,Baldr var reiði ok ríkr.,reiðr,strong_to_weak
